Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,539,Research & Development,24,3,Medical,11513,3,Male,64,4,2,Sales Representative,4,Married,8768,21542,8,No,16,3,3,0,20,3,4,6,4,8,6
48,No,Travel_Rarely,1009,Sales,1,3,Life Sciences,11514,4,Male,50,3,1,Healthcare Representative,2,Single,5147,25239,7,No,23,3,4,0,26,4,3,7,3,7,6
38,No,Travel_Rarely,491,Research & Development,24,1,Life Sciences,11515,4,Male,66,4,4,Sales Executive,3,Divorced,13664,26020,2,No,16,3,2,2,14,2,2,14,1,5,11
54,Yes,Travel_Rarely,1022,Research & Development,19,2,Life Sciences,11516,1,Male,50,2,1,Research Scientist,1,Single,5239,2159,4,No,18,3,2,0,31,3,3,8,8,0,2
52,No,Travel_Frequently,831,Research & Development,3,4,Life Sciences,11517,4,Female,87,4,2,Research Director,1,Divorced,9598,12234,4,Yes,23,3,1,1,33,2,4,15,6,8,14
47,No,Travel_Rarely,1212,Sales,14,3,Life Sciences,11518,4,Female,45,2,5,Sales Executive,4,Single,17527,4892,8,No,17,3,1,0,23,3,4,10,10,1,1
42,No,Travel_Rarely,325,Sales,5,5,Medical,11519,3,Female,79,2,2,Sales Executive,4,Married,7592,23704,4,Yes,18,3,4,0,19,3,3,3,3,8,3
57,No,Travel_Rarely,157,Research & Development,8,4,Marketing,11520,2,Female,35,4,3,Sales Executive,3,Single,13704,17957,4,No,22,3,4,0,34,2,2,17,8,8,3
22,No,Travel_Rarely,331,Research & Development,23,3,Life Sciences,11521,4,Female,31,4,3,Healthcare Representative,1,Single,9205,3271,3,No,20,3,3,3,0,4,3,0,0,8,0
25,No,Travel_Rarely,1043,Sales,7,4,Medical,11522,1,Female,48,2,4,Sales Executive,3,Single,12055,25739,3,No,24,3,3,0,7,4,2,0,0,4,0
25,Yes,Travel_Frequently,160,Sales,21,2,Life Sciences,11523,2,Male,69,3,3,Laboratory Technician,3,Single,9812,3677,8,No,21,3,2,1,3,3,3,3,3,3,3
47,No,Non-Travel,1131,Research & Development,4,2,Life Sciences,11524,4,Male,37,4,2,Sales Executive,4,Single,7799,14368,2,No,16,3,3,2,22,1,2,7,3,5,7
25,No,Travel_Rarely,388,Research & Development,9,4,Life Sciences,11525,2,Male,49,3,4,Manufacturing Director,4,Single,13075,23354,1,Yes,14,3,3,2,6,3,3,6,1,5,6
30,No,Travel_Frequently,766,Research & Development,5,3,Life Sciences,11526,2,Male,49,4,1,Research Scientist,4,Single,5909,14864,0,No,16,3,4,1,9,2,4,9,1,9,9
51,No,Travel_Rarely,140,Research & Development,26,2,Marketing,11527,3,Female,73,2,2,Manufacturing Director,4,Married,7984,24848,1,No,21,3,1,1,27,5,2,1,1,3,1
25,No,Non-Travel,1098,Research & Development,20,5,Medical,11528,3,Male,65,4,3,Sales Executive,4,Single,10671,20463,9,No,20,4,2,1,1,5,1,1,1,1,1
26,Yes,Travel_Frequently,448,Research & Development,26,1,Marketing,11529,1,Male,48,3,1,Research Scientist,3,Single,5263,5516,1,No,21,3,3,0,2,3,4,2,2,4,1
44,No,Travel_Rarely,555,Research & Development,20,3,Medical,11530,3,Male,63,2,2,Research Director,1,Single,8856,6603,3,Yes,11,3,4,2,25,2,4,4,2,2,1
37,No,Travel_Rarely,507,Sales,12,1,Technical Degree,11531,3,Male,77,4,2,Research Scientist,3,Divorced,7344,25677,6,No,25,3,1,0,19,2,4,7,4,6,7
43,No,Travel_Rarely,459,Sales,17,3,Life Sciences,11532,4,Male,35,3,1,Sales Executive,3,Single,7005,5908,2,No,24,3,1,0,19,2,4,15,14,6,9
58,No,Travel_Rarely,908,Research & Development,15,3,Marketing,11533,3,Female,83,3,3,Research Scientist,3,Married,12276,4114,9,No,12,3,3,1,35,6,4,6,6,7,6
29,No,Non-Travel,1344,Research & Development,24,4,Medical,11534,3,Male,51,4,3,Laboratory Technician,4,Single,9750,26969,8,No,24,3,3,1,5,0,4,3,1,1,3
54,No,Travel_Rarely,869,Sales,15,5,Marketing,11535,1,Male,92,3,4,Laboratory Technician,3,Married,15084,26641,2,No,25,3,3,1,34,3,3,11,8,3,1
59,No,Travel_Rarely,636,Research & Development,11,3,Life Sciences,11536,4,Female,50,3,1,Healthcare Representative,1,Divorced,6992,22339,2,No,14,4,2,1,38,1,3,8,8,1,8
37,No,Travel_Frequently,527,Sales,19,2,Medical,11537,2,Female,65,3,4,Sales Executive,3,Married,13262,25032,3,No,18,3,4,0,19,3,2,11,11,5,4
26,Yes,Non-Travel,568,Research & Development,24,4,Marketing,11538,1,Male,76,1,1,Laboratory Technician,4,Single,4838,8403,4,No,19,3,3,0,2,2,2,2,2,7,2
37,No,Travel_Frequently,816,Human Resources,25,3,Medical,11539,1,Male,90,3,3,Research Scientist,4,Married,11412,20427,9,No,19,3,4,2,13,3,3,9,6,1,7
28,No,Travel_Rarely,824,Research & Development,25,3,Medical,11540,3,Male,57,4,1,Laboratory Technician,2,Married,3058,4806,5,No,15,3,4,1,10,1,4,10,7,3,9
22,No,Travel_Rarely,509,Research & Development,17,2,Marketing,11541,4,Female,70,1,3,Sales Executive,3,Divorced,8928,20302,8,Yes,23,3,4,0,0,2,3,0,0,3,0
30,No,Travel_Frequently,1273,Research & Development,27,1,Life Sciences,11542,1,Male,41,3,3,Research Scientist,3,Divorced,11065,21407,4,No,17,3,1,0,8,6,3,8,1,2,8
39,No,Travel_Rarely,493,Research & Development,1,3,Medical,11543,4,Male,75,3,2,Laboratory Technician,4,Divorced,7744,9786,6,No,18,4,2,1,18,2,3,12,1,6,12
24,Yes,Travel_Rarely,880,Sales,27,3,Marketing,11544,1,Male,59,3,1,Research Scientist,2,Single,3601,11156,9,Yes,15,3,2,0,0,1,4,0,0,9,0
45,No,Travel_Rarely,365,Research & Development,3,2,Technical Degree,11545,3,Female,35,4,1,Sales Executive,3,Single,6716,9486,6,No,24,3,1,0,27,2,2,2,2,2,2
49,No,Travel_Rarely,346,Research & Development,8,1,Life Sciences,11546,2,Male,94,3,2,Manufacturing Director,2,Single,8249,2417,0,No,13,3,4,1,27,2,3,6,6,9,6
31,Yes,Travel_Rarely,1225,Research & Development,15,2,Technical Degree,11547,3,Male,66,4,3,Manager,1,Married,10310,8311,1,No,13,3,1,0,7,3,4,7,7,1,7
30,No,Travel_Rarely,988,Research & Development,11,1,Life Sciences,11548,2,Female,40,3,2,Manager,4,Single,6895,7241,8,No,16,3,2,0,11,2,3,6,0,9,5
34,No,Travel_Rarely,222,Research & Development,6,1,Technical Degree,11549,2,Male,74,3,1,Manager,2,Married,5230,7929,4,No,13,4,2,0,14,2,4,14,4,8,14
56,No,Travel_Frequently,562,Sales,26,3,Life Sciences,11550,3,Male,77,3,1,Sales Executive,3,Divorced,6489,9810,1,No,21,3,1,1,33,0,3,0,0,8,0
44,No,Travel_Rarely,742,Research & Development,16,4,Medical,11551,1,Male,70,4,1,Manufacturing Director,3,Married,4787,8218,5,Yes,21,3,4,1,24,3,2,4,4,6,0
38,Yes,Travel_Rarely,1235,Sales,13,3,Life Sciences,11552,4,Male,69,4,3,Human Resources,3,Married,11920,26158,1,No,12,3,3,1,20,1,2,4,4,8,4
28,No,Travel_Frequently,1349,Research & Development,28,3,Marketing,11553,3,Female,70,3,1,Healthcare Representative,4,Single,3449,5100,8,No,11,3,3,0,3,3,3,3,3,9,3
37,No,Travel_Rarely,1472,Research & Development,7,2,Medical,11554,3,Male,45,4,2,Research Scientist,2,Divorced,8019,24916,1,No,16,3,4,0,13,2,3,5,1,0,5
57,No,Travel_Rarely,686,Sales,19,1,Technical Degree,11555,4,Female,65,2,3,Laboratory Technician,1,Divorced,11118,21804,7,No,18,3,3,1,39,2,3,18,11,6,0
41,No,Non-Travel,300,Research & Development,8,3,Medical,11556,1,Male,66,3,4,Laboratory Technician,2,Divorced,13855,22726,1,Yes,12,3,4,0,22,4,3,8,8,7,4
45,No,Travel_Rarely,939,Research & Development,6,3,Technical Degree,11557,3,Male,96,3,2,Laboratory Technician,4,Divorced,7562,9064,4,No,16,3,3,0,22,2,2,17,3,5,13
26,No,Travel_Rarely,1106,Research & Development,14,5,Medical,11558,4,Male,54,3,3,Healthcare Representative,1,Single,9421,8015,8,No,17,3,3,0,3,3,1,3,3,5,3
27,Yes,Travel_Frequently,910,Research & Development,21,1,Marketing,11559,1,Female,48,3,2,Sales Executive,2,Married,7782,21098,0,Yes,21,3,4,1,3,4,1,3,3,2,3
49,No,Travel_Rarely,1426,Research & Development,23,4,Marketing,11560,4,Male,68,2,3,Sales Executive,4,Single,11397,24578,3,No,24,3,3,1,24,4,4,20,7,1,3
26,No,Non-Travel,498,Sales,10,3,Life Sciences,11561,3,Male,78,2,3,Laboratory Technician,3,Divorced,9253,20422,2,No,11,3,3,1,3,2,2,2,2,1,2
60,No,Travel_Rarely,279,Research & Development,21,4,Medical,11562,3,Female,53,4,3,Human Resources,1,Divorced,11848,15690,9,No,12,3,2,0,35,2,4,10,10,5,7
59,No,Travel_Rarely,1151,Sales,14,3,Technical Degree,11563,4,Female,55,2,3,Sales Executive,3,Married,12625,26717,9,Yes,23,3,1,3,34,2,2,17,14,8,1
23,Yes,Travel_Rarely,1198,Research & Development,27,4,Technical Degree,11564,4,Male,74,4,3,Research Scientist,4,Single,9990,14009,0,Yes,16,3,4,1,0,4,1,0,0,5,0
60,No,Travel_Rarely,1027,Research & Development,28,3,Life Sciences,11565,2,Male,37,4,3,Laboratory Technician,4,Single,11292,20880,9,No,17,3,1,1,38,4,4,16,7,1,0
42,No,Travel_Rarely,197,Sales,2,3,Life Sciences,11566,1,Male,54,3,4,Sales Executive,4,Divorced,13858,10644,4,No,21,4,1,1,19,3,2,6,6,9,6
58,No,Travel_Rarely,1107,Research & Development,3,5,Medical,11567,3,Female,64,4,2,Research Scientist,2,Married,8849,22886,4,No,17,3,4,1,38,2,2,8,8,4,3
39,No,Travel_Frequently,1337,Human Resources,2,3,Marketing,11568,3,Male,70,4,4,Sales Executive,3,Married,13598,13726,4,Yes,19,4,1,0,19,3,1,8,8,6,8
33,No,Travel_Rarely,418,Research & Development,20,4,Life Sciences,11569,2,Male,96,1,1,Healthcare Representative,4,Divorced,5042,12426,8,No,18,3,3,0,10,4,3,5,4,6,2
38,No,Travel_Frequently,456,Sales,6,1,Life Sciences,11570,2,Male,49,4,2,Laboratory Technician,4,Married,7404,11978,2,No,13,3,3,0,19,1,3,7,1,0,7
58,No,Travel_Rarely,821,Research & Development,19,1,Marketing,11571,1,Male,79,2,4,Manufacturing Director,1,Divorced,15003,20234,4,No,20,3,3,1,37,1,4,8,8,6,3
59,No,Travel_Rarely,403,Research & Development,12,3,Medical,11572,1,Male,31,4,2,Manufacturing Director,3,Married,10135,5801,0,Yes,11,4,1,0,38,2,3,9,8,7,9
36,No,Travel_Rarely,583,Sales,16,3,Medical,11573,3,Male,81,4,4,Research Scientist,2,Married,13096,19295,5,Yes,20,3,4,0,17,0,3,8,8,4,8
28,No,Travel_Frequently,288,Human Resources,27,3,Marketing,11574,3,Male,94,3,2,Sales Executive,1,Married,7285,15202,3,No,25,4,1,1,9,2,3,9,8,8,4
35,No,Travel_Rarely,1100,Sales,24,1,Marketing,11575,1,Male,48,3,1,Research Scientist,3,Married,5490,26153,8,Yes,15,3,2,1,17,3,3,17,6,7,7
22,No,Travel_Rarely,976,Research & Development,1,3,Marketing,11576,2,Male,71,3,1,Laboratory Technician,2,Married,4689,3116,4,No,24,3,3,2,3,2,3,3,3,4,3
59,No,Travel_Rarely,147,Research & Development,3,2,Medical,11577,4,Female,39,3,3,Sales Executive,1,Divorced,12271,17676,8,No,14,3,1,0,40,4,4,18,12,7,7
24,No,Travel_Rarely,814,Research & Development,3,5,Life Sciences,11578,4,Male,80,4,1,Research Director,4,Divorced,5483,8620,8,No,17,4,3,1,1,3,1,1,1,8,0
58,No,Travel_Rarely,510,Sales,8,3,Medical,11579,3,Male,57,3,2,Research Scientist,4,Married,9152,18220,3,No,13,3,1,0,40,2,3,18,1,8,12
52,No,Travel_Rarely,230,Sales,3,2,Human Resources,11580,1,Male,92,2,2,Research Scientist,2,Divorced,8810,12971,7,No,16,3,3,0,27,2,2,0,0,0,0
34,Yes,Travel_Rarely,952,Research & Development,10,2,Life Sciences,11581,4,Female,49,3,3,Sales Executive,4,Single,10244,4044,2,Yes,16,3,2,0,9,3,4,8,0,8,1
39,No,Travel_Frequently,1330,Sales,10,5,Medical,11582,2,Female,49,3,2,Research Scientist,2,Married,7786,17459,5,No,22,4,2,0,16,4,2,11,2,6,3
38,No,Travel_Frequently,368,Research & Development,11,3,Marketing,11583,1,Female,30,3,2,Laboratory Technician,3,Married,7739,4435,7,No,22,3,1,0,15,0,1,9,9,1,8
38,No,Travel_Rarely,1428,Research & Development,8,3,Life Sciences,11584,3,Male,44,3,2,Manager,3,Single,9252,8798,7,Yes,17,3,3,2,15,1,2,0,0,0,0
32,No,Travel_Rarely,617,Sales,9,3,Marketing,11585,1,Male,81,4,3,Healthcare Representative,3,Divorced,11085,9442,7,No,16,4,2,1,12,4,3,0,0,5,0
41,No,Non-Travel,909,Sales,7,5,Life Sciences,11586,4,Female,40,4,3,Manufacturing Director,2,Divorced,11352,23261,8,No,25,3,2,0,19,1,4,2,2,4,2
31,No,Non-Travel,497,Sales,21,2,Life Sciences,11587,4,Male,38,3,1,Research Director,3,Single,5365,10050,5,No,13,3,4,1,7,3,3,7,2,4,7
50,No,Non-Travel,605,Sales,21,2,Medical,11588,3,Female,68,3,2,Research Scientist,2,Married,8344,10578,5,Yes,12,3,3,0,32,2,2,20,14,8,12
55,No,Travel_Rarely,328,Research & Development,12,3,Life Sciences,11589,2,Female,71,4,1,Research Scientist,2,Single,6474,26581,0,No,17,3,4,2,32,2,1,19,9,0,4
38,No,Travel_Rarely,444,Research & Development,2,3,Medical,11590,4,Male,38,4,2,Sales Executive,4,Married,8963,13856,2,No,21,3,4,0,18,2,3,14,13,6,1
34,Yes,Travel_Rarely,244,Research & Development,5,1,Technical Degree,11591,3,Male,77,2,3,Healthcare Representative,1,Married,9544,5573,4,No,19,4,4,2,13,2,1,3,0,1,3
60,No,Travel_Rarely,619,Research & Development,17,3,Life Sciences,11592,4,Female,83,2,1,Manager,3,Married,7214,2654,5,Yes,19,3,4,0,36,3,4,10,10,7,8
48,No,Travel_Rarely,1379,Research & Development,11,3,Human Resources,11593,3,Male,44,2,2,Research Scientist,1,Married,7967,26748,9,No,25,3,3,0,29,4,3,20,8,8,7
47,No,Travel_Rarely,1457,Research & Development,29,3,Human Resources,11594,1,Male,45,3,1,Manager,2,Married,5985,6959,6,No,21,3,4,0,28,3,4,0,0,4,0
49,No,Travel_Frequently,925,Sales,2,5,Life Sciences,11595,2,Male,52,3,2,Healthcare Representative,1,Married,8875,13460,9,Yes,24,3,2,3,26,2,4,4,3,0,4
34,No,Travel_Rarely,911,Sales,10,3,Medical,11596,3,Male,97,4,4,Laboratory Technician,4,Married,12389,17872,5,No,25,3,3,0,13,4,2,13,7,4,9
33,No,Travel_Frequently,1210,Research & Development,14,3,Other,11597,4,Male,64,3,2,Laboratory Technician,4,Married,7266,23662,4,No,16,4,4,0,9,2,3,9,0,8,9
49,No,Travel_Frequently,978,Research & Development,8,1,Life Sciences,11598,4,Male,98,3,2,Healthcare Representative,4,Single,7382,23210,7,No,22,3,4,0,31,2,3,15,12,7,1
23,No,Travel_Frequently,1134,Research & Development,15,4,Medical,11599,4,Male,53,4,1,Human Resources,3,Divorced,5684,23837,0,No,20,3,2,0,0,1,3,0,0,7,0
58,No,Travel_Frequently,1260,Sales,5,1,Medical,11600,1,Female,49,4,3,Research Scientist,3,Married,12332,8286,8,Yes,15,3,4,0,35,2,3,10,10,6,10
55,No,Travel_Rarely,164,Sales,6,5,Marketing,11601,3,Male,86,4,2,Sales Executive,3,Single,8973,22264,2,No,11,3,3,0,31,2,2,13,2,0,12
44,No,Travel_Rarely,478,Research & Development,6,3,Life Sciences,11602,4,Male,55,3,2,Healthcare Representative,4,Single,9183,19695,0,Yes,17,4,4,2,25,2,4,9,9,8,9
50,No,Travel_Rarely,1271,Research & Development,9,3,Life Sciences,11603,2,Male,97,4,1,Sales Executive,4,Married,7105,16219,9,No,15,3,4,0,27,1,3,17,9,0,12
56,No,Travel_Rarely,705,Research & Development,7,3,Life Sciences,11604,4,Male,57,3,4,Sales Representative,3,Married,14724,17292,3,No,15,4,3,0,37,2,2,6,2,4,6
32,No,Travel_Rarely,1384,Research & Development,2,5,Life Sciences,11605,3,Male,91,3,3,Human Resources,1,Single,10452,11384,4,No,22,4,4,1,8,2,3,8,4,1,3
54,No,Travel_Rarely,441,Research & Development,14,5,Life Sciences,11606,2,Male,48,4,5,Healthcare Representative,2,Divorced,16442,2887,0,Yes,19,4,4,0,35,4,3,14,6,3,12
32,No,Travel_Rarely,785,Research & Development,28,5,Medical,11607,4,Female,51,4,2,Research Scientist,4,Married,7628,16242,5,Yes,25,3,4,0,12,3,4,8,4,4,0
30,No,Travel_Rarely,1115,Sales,28,3,Marketing,11608,4,Male,47,4,5,Research Scientist,1,Married,13184,20755,2,Yes,24,4,4,1,11,4,4,5,1,7,5
35,No,Travel_Rarely,386,Research & Development,7,1,Life Sciences,11609,3,Male,65,3,3,Sales Executive,1,Single,10826,20676,5,Yes,12,4,3,0,15,3,3,4,4,1,4
30,No,Travel_Rarely,563,Research & Development,19,3,Medical,11610,4,Female,66,2,2,Sales Executive,3,Single,7130,4128,7,Yes,13,3,4,0,11,4,2,5,3,2,5
60,No,Travel_Rarely,772,Research & Development,8,2,Marketing,11611,3,Male,70,4,1,Laboratory Technician,1,Single,5947,5597,5,No,22,3,3,1,36,5,3,15,7,1,10
24,No,Travel_Rarely,969,Research & Development,17,3,Medical,11612,3,Male,81,1,1,Manufacturing Director,4,Divorced,3591,17671,4,No,14,3,2,0,4,3,4,4,4,9,4
50,No,Travel_Rarely,257,Research & Development,28,3,Medical,11613,4,Female,72,3,1,Research Scientist,4,Divorced,6253,20761,8,No,13,3,3,0,25,2,2,19,2,7,8
40,No,Travel_Rarely,1345,Research & Development,24,3,Medical,11614,4,Male,63,4,4,Laboratory Technician,4,Married,13244,21587,2,No,14,3,2,1,20,2,4,6,6,0,3
57,No,Travel_Rarely,873,Sales,6,1,Marketing,11615,4,Female,30,4,2,Manufacturing Director,4,Single,9320,8912,6,Yes,13,3,4,1,38,3,3,6,1,8,6
53,No,Travel_Rarely,1044,Sales,13,4,Life Sciences,11616,4,Female,48,4,1,Research Scientist,3,Married,5697,18213,5,No,14,3,2,0,30,3,2,11,6,8,9
28,No,Travel_Rarely,496,Research & Development,28,5,Other,11617,4,Male,87,4,3,Healthcare Representative,1,Married,10100,7517,5,Yes,12,3,2,2,3,3,2,3,3,8,3
49,No,Travel_Rarely,1304,Research & Development,24,3,Technical Degree,11618,4,Female,43,1,4,Manufacturing Director,2,Single,14730,24561,9,No,19,3,4,0,31,3,4,0,0,7,0
39,No,Travel_Rarely,820,Research & Development,2,4,Life Sciences,11619,4,Female,39,4,1,Manufacturing Director,1,Single,4687,12878,6,No,16,3,4,1,19,5,4,19,7,1,10
26,No,Travel_Rarely,948,Research & Development,11,3,Medical,11620,2,Female,94,4,3,Manufacturing Director,2,Single,9722,14926,5,Yes,16,3,2,1,4,5,2,4,4,3,4
44,No,Travel_Rarely,802,Research & Development,23,1,Technical Degree,11621,4,Female,46,3,4,Sales Executive,4,Divorced,13947,14599,6,No,13,3,4,1,22,6,1,5,2,2,5
43,No,Travel_Rarely,991,Research & Development,28,5,Medical,11622,1,Female,79,3,3,Manufacturing Director,4,Divorced,10523,4446,4,No,17,3,4,2,23,2,1,8,7,2,8
47,No,Travel_Rarely,115,Research & Development,17,1,Medical,11623,1,Male,63,3,5,Laboratory Technician,4,Single,16388,26971,5,No,21,3,1,0,23,2,3,1,1,7,1
33,No,Travel_Rarely,1446,Research & Development,21,2,Marketing,11624,4,Male,78,3,5,Laboratory Technician,4,Married,16596,10860,3,No,16,3,3,1,8,5,4,8,5,6,4
40,No,Travel_Frequently,507,Research & Development,20,1,Life Sciences,11625,1,Male,98,1,3,Laboratory Technician,4,Single,10951,13449,8,No,19,3,4,0,15,2,4,14,5,8,5
22,No,Non-Travel,551,Sales,18,3,Medical,11626,4,Male,43,3,1,Human Resources,4,Single,4095,18694,1,No,23,3,2,0,2,2,3,2,2,1,2
24,No,Travel_Rarely,422,Research & Development,17,3,Life Sciences,11627,3,Female,66,4,1,Laboratory Technician,2,Married,4151,23889,8,Yes,18,3,4,0,6,2,2,6,2,3,5
48,No,Travel_Rarely,1392,Research & Development,1,2,Life Sciences,11628,4,Male,99,4,2,Sales Executive,1,Married,7173,8554,1,No,24,3,3,0,30,1,2,18,4,2,0
39,No,Travel_Rarely,1246,Research & Development,11,5,Medical,11629,3,Female,67,4,2,Laboratory Technician,4,Married,9017,10979,7,Yes,25,4,3,1,20,1,4,8,5,4,8
51,No,Travel_Frequently,1474,Sales,13,5,Life Sciences,11630,2,Male,35,3,1,Sales Executive,2,Married,6609,21937,5,Yes,22,3,4,0,31,3,3,7,1,7,7
23,No,Travel_Rarely,846,Research & Development,15,2,Life Sciences,11631,1,Male,69,3,1,Manager,4,Married,2949,12753,7,No,19,3,3,1,4,1,3,0,0,8,0
26,No,Non-Travel,499,Research & Development,23,3,Medical,11632,4,Male,36,3,1,Research Scientist,4,Married,4143,26551,2,No,14,3,4,0,1,2,3,1,1,6,0
50,No,Travel_Rarely,1160,Research & Development,25,4,Life Sciences,11633,2,Male,38,2,2,Human Resources,3,Single,8181,12709,2,No,11,3,3,0,30,1,1,9,3,4,9
54,No,Travel_Rarely,836,Research & Development,7,3,Life Sciences,11634,1,Female,53,3,4,Sales Executive,4,Single,15489,10995,4,No,25,3,2,0,34,1,4,6,6,1,6
41,No,Travel_Rarely,203,Sales,8,2,Life Sciences,11635,2,Male,30,2,5,Research Scientist,1,Single,16293,10397,9,No,11,3,3,0,20,1,3,10,3,1,9
51,No,Travel_Rarely,1411,Research & Development,13,2,Medical,11636,1,Male,62,2,5,Sales Executive,3,Single,17629,21295,7,No,22,3,3,2,28,4,4,8,0,4,8
26,No,Travel_Frequently,1160,Sales,13,4,Life Sciences,11637,4,Male,42,3,3,Research Scientist,2,Single,11100,25863,8,Yes,18,3,1,1,7,2,3,7,5,7,7
42,No,Travel_Rarely,923,Research & Development,29,3,Marketing,11638,3,Male,73,4,3,Laboratory Technician,4,Single,10442,24082,9,No,12,3,2,1,19,2,1,19,9,6,12
36,No,Travel_Rarely,1060,Research & Development,7,3,Medical,11639,4,Male,78,3,5,Healthcare Representative,3,Married,17097,23912,9,Yes,25,3,2,0,16,3,2,7,2,9,7
41,No,Travel_Rarely,1179,Research & Development,8,3,Life Sciences,11640,2,Male,83,3,2,Sales Executive,4,Divorced,7149,7936,8,No,17,3,4,0,17,1,3,17,2,0,9
29,No,Travel_Rarely,1260,Research & Development,29,2,Life Sciences,11641,3,Male,78,4,2,Research Scientist,1,Divorced,6824,12335,8,No,17,3,1,0,8,2,4,8,3,7,7
52,No,Travel_Rarely,329,Research & Development,19,2,Technical Degree,11642,2,Male,51,3,2,Research Scientist,4,Married,9712,17107,0,No,12,3,1,1,30,2,3,9,9,5,8
33,No,Travel_Frequently,590,Research & Development,10,2,Life Sciences,11643,3,Male,45,4,2,Manufacturing Director,4,Married,7847,9506,7,No,23,3,2,0,13,4,1,13,8,5,10
42,No,Travel_Rarely,1289,Research & Development,2,1,Marketing,11644,4,Female,97,3,2,Research Scientist,4,Single,7625,17979,4,No,20,3,1,1,19,3,4,19,13,7,7
51,No,Travel_Rarely,976,Sales,27,1,Life Sciences,11645,4,Male,61,3,5,Laboratory Technician,3,Married,17773,13841,0,No,20,3,4,0,30,3,4,8,1,9,8
48,No,Travel_Rarely,1397,Sales,14,2,Life Sciences,11646,3,Male,78,4,2,Laboratory Technician,4,Divorced,9018,16056,5,No,18,4,2,2,26,3,2,2,2,1,2
47,No,Travel_Rarely,1135,Research & Development,4,3,Life Sciences,11647,2,Female,83,3,1,Manager,3,Single,4933,17733,9,Yes,21,3,2,1,22,4,2,5,5,5,5
54,No,Travel_Rarely,1294,Research & Development,13,2,Medical,11648,4,Female,31,3,3,Sales Representative,2,Divorced,10974,20412,9,No,13,3,3,0,32,0,3,14,9,0,0
47,No,Travel_Rarely,1429,Research & Development,18,3,Medical,11649,2,Female,43,4,4,Human Resources,2,Married,14946,18628,7,No,18,3,4,0,25,4,3,9,9,3,9
47,No,Travel_Rarely,556,Human Resources,2,2,Marketing,11650,3,Female,72,4,5,Manager,1,Single,16598,5836,6,No,24,3,4,1,22,2,1,20,12,5,2
57,No,Travel_Rarely,1211,Sales,21,3,Technical Degree,11651,3,Male,30,3,3,Sales Representative,4,Single,13169,12372,4,No,19,3,1,3,34,0,3,7,7,4,7
22,No,Travel_Rarely,562,Sales,23,4,Medical,11652,1,Male,56,4,2,Human Resources,1,Divorced,6091,2435,8,Yes,17,3,2,1,0,1,4,0,0,9,0
36,No,Travel_Rarely,338,Research & Development,22,2,Human Resources,11653,4,Male,51,2,3,Manager,4,Single,11282,14472,4,No,25,3,1,1,12,1,4,2,2,7,2
22,No,Non-Travel,984,Research & Development,13,3,Life Sciences,11654,4,Female,71,1,3,Sales Executive,4,Divorced,8199,11301,6,No,19,4,2,1,0,4,1,0,0,4,0
32,No,Travel_Rarely,216,Research & Development,15,4,Life Sciences,11655,4,Male,47,4,2,Manager,3,Married,7505,12889,2,No,23,3,2,0,8,2,4,4,1,0,4
23,No,Travel_Frequently,765,Research & Development,11,3,Marketing,11656,4,Male,60,4,1,Healthcare Representative,2,Divorced,3944,14792,6,No,22,3,2,1,4,4,3,4,4,5,1
22,No,Travel_Rarely,688,Sales,16,1,Medical,11657,3,Female,47,4,4,Laboratory Technician,1,Divorced,12639,25530,4,Yes,21,3,4,0,1,0,4,1,1,3,1
52,No,Travel_Rarely,1193,Research & Development,22,4,Medical,11658,3,Male,74,3,2,Sales Executive,3,Single,7789,19530,0,Yes,11,3,3,1,29,0,3,13,8,8,3
37,Yes,Travel_Frequently,904,Research & Development,7,2,Medical,11659,3,Male,89,1,1,Sales Executive,1,Divorced,4270,15234,0,No,25,3,3,0,13,3,3,13,0,2,8
43,No,Travel_Rarely,782,Sales,23,3,Life Sciences,11660,4,Male,52,3,5,Sales Executive,3,Married,17304,4308,5,Yes,17,3,3,0,20,3,3,8,4,1,8
39,No,Travel_Frequently,225,Research & Development,6,2,Life Sciences,11661,1,Male,66,4,4,Sales Representative,3,Divorced,12366,20047,0,No,15,4,1,2,19,5,3,18,14,3,12
38,No,Travel_Rarely,811,Research & Development,27,3,Life Sciences,11662,4,Male,61,3,3,Research Scientist,4,Divorced,11006,7421,1,No,21,4,4,0,13,2,2,13,11,8,8
51,No,Non-Travel,208,Research & Development,10,3,Life Sciences,11663,4,Male,95,3,1,Laboratory Technician,1,Single,6727,5992,4,Yes,24,3,3,0,28,1,4,11,1,1,1
31,No,Travel_Rarely,1412,Research & Development,20,4,Life Sciences,11664,4,Female,69,3,3,Human Resources,1,Married,11025,19141,8,No,22,3,4,2,6,3,3,6,6,4,6
